"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
150,164,145,152,152,153,153,156,152,141,153,144,146,154,147,137,139,147,149,143,155,149,169,136,153,146,157,161,158,145,165,155,153,154,160,147,136,138,165,164
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.543478260869565,0.594202898550725,0.52536231884058,0.550724637681159,0.550724637681159,0.554347826086957,0.554347826086957,0.565217391304348,0.550724637681159,0.510869565217391,0.554347826086957,0.521739130434783,0.528985507246377,0.557971014492754,0.532608695652174,0.496376811594203,0.503623188405797,0.532608695652174,0.539855072463768,0.518115942028985,0.561594202898551,0.539855072463768,0.61231884057971,0.492753623188406,0.554347826086957,0.528985507246377,0.568840579710145,0.583333333333333,0.572463768115942,0.52536231884058,0.597826086956522,0.561594202898551,0.554347826086957,0.557971014492754,0.579710144927536,0.532608695652174,0.492753623188406,0.5,0.597826086956522,0.594202898550725
12.5,13.6666666666667,12.0833333333333,12.6666666666667,12.6666666666667,12.75,12.75,13,12.6666666666667,11.75,12.75,12,12.1666666666667,12.8333333333333,12.25,11.4166666666667,11.5833333333333,12.25,12.4166666666667,11.9166666666667,12.9166666666667,12.4166666666667,14.0833333333333,11.3333333333333,12.75,12.1666666666667,13.0833333333333,13.4166666666667,13.1666666666667,12.0833333333333,13.75,12.9166666666667,12.75,12.8333333333333,13.3333333333333,12.25,11.3333333333333,11.5,13.75,13.6666666666667
1.97814142018736,2.09899907133121,2.44801013543417,2.88424003503698,2.31566811969671,2.21162934232346,2.54096866157976,2.43167503549732,2.05715435929612,2.15184450707032,1.84744241541134,2.46717581897585,2.29681569109073,2.35291986350109,2.43614092545888,2.01982923657609,2.70131476308766,2.6251293963967,2.50072453269164,2.06243137786589,2.16527268423666,2.24415504902357,2.39413534662747,2.25863881029312,2.21162934232346,1.7856107630448,1.93180849412436,2.20506662951025,2.44356593787719,2.30154327555998,2.04832911757682,2.46570682460984,2.17195564051106,2.53096762157268,2.54808822908242,2.48910670199432,2.09899907133121,2.87417284887625,2.52379975778414,2.42570772580179
0.516949152542373,0.590695488721805,0.528042959427208,0.571428571428571,0.547683923705722,0.551779935275081,0.548076923076923,0.57680412371134,0.525246981339188,0.512428298279159,0.529123571039739,0.533252720677146,0.518036664695447,0.559915164369035,0.533101045296167,0.476255088195387,0.513183279742765,0.548759376803231,0.546531302876481,0.493788819875776,0.534981588637559,0.535531552018192,0.612648221343874,0.479508196721311,0.551779935275081,0.518296340731854,0.569072164948454,0.567883211678832,0.581617277749874,0.526978417266187,0.592472118959108,0.561815336463224,0.544276457883369,0.564873417721519,0.5830078125,0.547826086956522,0.490384615384615,0.520725388601036,0.602204869085898,0.591608391608392
0.520096304838952,0.592484022398883,0.523992442742443,0.578166318975142,0.546762653196477,0.555561676885206,0.552222280714928,0.580405632379317,0.528431916667211,0.500869500869501,0.531464137714138,0.546060965178612,0.514822677322677,0.567261156241419,0.539615490718432,0.474869574869575,0.51836097589774,0.564629270511623,0.544164590855767,0.501399036693154,0.537419178044178,0.545965377215377,0.610315671528907,0.481715044215044,0.550891694090223,0.520741295741296,0.567101648351648,0.570521451587628,0.584910849384533,0.528513432373726,0.59345287746023,0.558515864582041,0.546849678099678,0.564099020532844,0.574827086040321,0.56066422003922,0.494985107485107,0.529331092382563,0.60336318093671,0.597485126529244
1.45652173913043,1.40579710144928,1.47826086956522,1.44927536231884,1.44927536231884,1.44565217391304,1.44565217391304,1.43478260869565,1.44927536231884,1.48913043478261,1.44565217391304,1.47826086956522,1.47101449275362,1.44202898550725,1.46739130434783,1.5036231884058,1.4963768115942,1.46739130434783,1.46014492753623,1.48188405797101,1.43840579710145,1.46014492753623,1.38768115942029,1.50724637681159,1.44565217391304,1.47101449275362,1.43115942028985,1.41666666666667,1.42753623188406,1.47463768115942,1.40217391304348,1.43840579710145,1.44565217391304,1.44202898550725,1.42028985507246,1.46739130434783,1.50724637681159,1.5036231884058,1.40217391304348,1.40579710144928
5.25,4.66666666666667,5.5,5.16666666666667,5.16666666666667,5.125,5.125,5,5.16666666666667,5.625,5.125,5.5,5.41666666666667,5.08333333333333,5.375,5.79166666666667,5.70833333333333,5.375,5.29166666666667,5.54166666666667,5.04166666666667,5.29166666666667,4.45833333333333,5.83333333333333,5.125,5.41666666666667,4.95833333333333,4.79166666666667,4.91666666666667,5.45833333333333,4.625,5.04166666666667,5.125,5.08333333333333,4.83333333333333,5.375,5.83333333333333,5.79166666666667,4.625,4.66666666666667
