"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
45,45,43,35,38,39,40,41,45,39,42,43,36,42,35,34,35,42,42,38,35,44,39,46,36,41,37,30,41,35,41,41,42,47,48,49,41,45,38,45
1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
0.294117647058824,0.294117647058824,0.281045751633987,0.228758169934641,0.248366013071895,0.254901960784314,0.261437908496732,0.26797385620915,0.294117647058824,0.254901960784314,0.274509803921569,0.281045751633987,0.235294117647059,0.274509803921569,0.228758169934641,0.222222222222222,0.228758169934641,0.274509803921569,0.274509803921569,0.248366013071895,0.228758169934641,0.287581699346405,0.254901960784314,0.300653594771242,0.235294117647059,0.26797385620915,0.241830065359477,0.196078431372549,0.26797385620915,0.228758169934641,0.26797385620915,0.26797385620915,0.274509803921569,0.30718954248366,0.313725490196078,0.320261437908497,0.26797385620915,0.294117647058824,0.248366013071895,0.294117647058824
5,5,4.77777777777778,3.88888888888889,4.22222222222222,4.33333333333333,4.44444444444444,4.55555555555556,5,4.33333333333333,4.66666666666667,4.77777777777778,4,4.66666666666667,3.88888888888889,3.77777777777778,3.88888888888889,4.66666666666667,4.66666666666667,4.22222222222222,3.88888888888889,4.88888888888889,4.33333333333333,5.11111111111111,4,4.55555555555556,4.11111111111111,3.33333333333333,4.55555555555556,3.88888888888889,4.55555555555556,4.55555555555556,4.66666666666667,5.22222222222222,5.33333333333333,5.44444444444444,4.55555555555556,5,4.22222222222222,5
1.97036873228756,1.97036873228756,1.73393654662229,1.56764675225935,1.80050827972533,1.87867287325545,2.12054993483855,2.17532207817391,1.71498585142509,2.1143765594837,1.4142135623731,2.18431724574645,1.60879933307969,1.71498585142509,1.7452081921613,1.76753585721364,1.56764675225935,1.4950900031928,1.4950900031928,1.86470485144608,1.32349310044598,2.02597511421012,1.68033610083361,2.02597511421012,2,1.46416899628192,1.60473156593021,1.53392997769474,1.50380780304424,1.99672935185898,2.40641843269258,2.20219735778026,1.455213750218,1.86470485144608,2.27518583597808,1.75640750404382,1.7895849739772,1.68033610083361,1.43713585896539,1.81497042594606
0.323943661971831,0.253521126760563,0.303191489361702,0.147540983606557,0.32,0.24375,0.238636363636364,0.306451612903226,0.336585365853659,0.267857142857143,0.192982456140351,0.310344827586207,0.207692307692308,0.251396648044693,0.188976377952756,0.247933884297521,0.221311475409836,0.242774566473988,0.242774566473988,0.256578947368421,0.232758620689655,0.305825242718447,0.233766233766234,0.308035714285714,0.232394366197183,0.23780487804878,0.262773722627737,0.166666666666667,0.309090909090909,0.222222222222222,0.261538461538462,0.320855614973262,0.244186046511628,0.315789473684211,0.357142857142857,0.319672131147541,0.294797687861272,0.235294117647059,0.278571428571429,0.245192307692308
0.406437389770723,0.238235294117647,0.272883597883598,0.137254901960784,0.355059523809524,0.193557422969188,0.274404761904762,0.316815476190476,0.385626102292769,0.304613095238095,0.227777777777778,0.355742296918768,0.188795518207283,0.206878306878307,0.170833333333333,0.231428571428571,0.282010582010582,0.265608465608466,0.230864197530864,0.289732142857143,0.231372549019608,0.364285714285714,0.324294532627866,0.323985890652557,0.25,0.301543209876543,0.213227513227513,0.1875,0.258465608465609,0.322619047619048,0.347198879551821,0.310119047619048,0.234656084656085,0.346825396825397,0.397245564892624,0.33505291005291,0.291036414565826,0.205555555555556,0.282539682539683,0.289550264550265
1.86274509803922,1.8562091503268,1.91503267973856,3.79738562091503,2.15686274509804,2.03921568627451,2.02614379084967,3.77124183006536,1.86928104575163,2.03921568627451,1.93464052287582,1.87581699346405,2.07843137254902,1.90849673202614,2.15686274509804,2.11111111111111,2.10457516339869,1.92156862745098,1.90196078431373,2.03921568627451,2.15686274509804,1.90196078431373,1.99346405228758,1.89542483660131,3.74509803921569,1.97385620915033,2.11111111111111,3.98692810457516,2.00653594771242,3.81699346405229,1.89542483660131,2.08496732026144,1.88888888888889,1.83006535947712,1.86274509803922,1.7843137254902,2.05228758169935,1.81045751633987,2.07843137254902,1.84967320261438
7.33333333333333,7.27777777777778,7.77777777777778,7.72222222222222,9.83333333333333,8.83333333333333,8.72222222222222,7.5,7.38888888888889,8.83333333333333,7.94444444444444,7.44444444444444,9.16666666666667,7.72222222222222,9.83333333333333,9.44444444444444,9.38888888888889,7.83333333333333,7.66666666666667,8.83333333333333,9.83333333333333,7.66666666666667,8.44444444444444,7.61111111111111,7.27777777777778,8.27777777777778,9.44444444444444,9.33333333333333,8.55555555555556,7.88888888888889,7.61111111111111,9.22222222222222,7.55555555555556,7.05555555555556,7.33333333333333,6.66666666666667,8.94444444444444,6.88888888888889,9.16666666666667,7.22222222222222
