"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1
0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091,0.290909090909091
2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091,2.90909090909091
1.57826141399614,1.13618180363404,1.51357493732854,1.04446593573419,1.300349603341,1.51357493732854,1.57826141399614,1.04446593573419,1.300349603341,1.300349603341,1.22102788293679,1.57826141399614,1.13618180363404,1.300349603341,1.64039906452945,1.81408629643385,1.97253874256226,1.37510330190466,1.81408629643385,1.44599761096244,1.300349603341,1.37510330190466,1.300349603341,1.37510330190466,1.51357493732854,1.22102788293679,1.44599761096244,1.44599761096244,1.92117388356939,1.300349603341,1.44599761096244,1.57826141399614,1.300349603341,1.22102788293679,1.64039906452945,1.22102788293679,1.300349603341,0.831209414593634,1.37510330190466,1.04446593573419
0.418604651162791,0.162162162162162,0.142857142857143,0.166666666666667,0.230769230769231,0.5,0.13953488372093,0.166666666666667,0.0769230769230769,0.307692307692308,0.315789473684211,0.488372093023256,0.243243243243243,0.307692307692308,0.272727272727273,0.446808510638298,0.48,0.3,0.446808510638298,0.292682926829268,0.461538461538462,0.3,0.384615384615385,0.3,0.357142857142857,0.236842105263158,0.219512195121951,0.146341463414634,0.36734693877551,0.384615384615385,0.292682926829268,0.27906976744186,0.153846153846154,0,0.340909090909091,0.473684210526316,0.307692307692308,0.264705882352941,0.3,0.333333333333333
0.362962962962963,0.186666666666667,0.183333333333333,0.2,0.346666666666667,0.425925925925926,0.222222222222222,0.143333333333333,0.126666666666667,0.286666666666667,0.296666666666667,0.592592592592593,0.18,0.248148148148148,0.292592592592593,0.570833333333333,0.625,0.453333333333333,0.583333333333333,0.414814814814815,0.47037037037037,0.362962962962963,0.348148148148148,0.308333333333333,0.383333333333333,0.296296296296296,0.244444444444444,0.18,0.516931216931217,0.503333333333333,0.251851851851852,0.248148148148148,0.196666666666667,0,0.422222222222222,0.477777777777778,0.440740740740741,0.212121212121212,0.336666666666667,0.25
2.34545454545455,2.18181818181818,2,1.96363636363636,2.01818181818182,3.61818181818182,1.96363636363636,2,1.94545454545455,2.03636363636364,2.18181818181818,3.65454545454545,2.09090909090909,2.25454545454545,3.47272727272727,3.56363636363636,3.54545454545455,1.96363636363636,3.52727272727273,2.16363636363636,2.38181818181818,2.07272727272727,2.36363636363636,2.12727272727273,2.14545454545455,2.05454545454545,2.05454545454545,1.89090909090909,3.47272727272727,2.23636363636364,2.03636363636364,3.47272727272727,1.90909090909091,1.96363636363636,3.47272727272727,2.16363636363636,2.01818181818182,2.01818181818182,3.50909090909091,2.07272727272727
6.72727272727273,5.90909090909091,5,4.81818181818182,5.09090909090909,4,4.81818181818182,5,4.72727272727273,5.18181818181818,5.90909090909091,4.18181818181818,5.45454545454545,6.27272727272727,3.27272727272727,3.72727272727273,3.63636363636364,4.81818181818182,3.54545454545454,5.81818181818182,6.90909090909091,5.36363636363636,6.81818181818182,5.63636363636364,5.72727272727273,5.27272727272727,5.27272727272727,4.45454545454545,3.27272727272727,6.18181818181818,5.18181818181818,3.27272727272727,4.54545454545454,4.81818181818182,3.27272727272727,5.81818181818182,5.09090909090909,5.09090909090909,3.45454545454545,5.36363636363636
21,17.9,22,11.6666666666667,18.5,9.83333333333333,19.5,16.8333333333333,14.8333333333333,14,24.6666666666667,17.3333333333333,15.6666666666667,16.5333333333333,15.5,16.3333333333333,19,21.1666666666667,17.5,19,21,13.1666666666667,23,13.8333333333333,29.3333333333333,11.75,17.6666666666667,19.25,16.5,17.3333333333333,15.5,12.6666666666667,19.8333333333333,22.1666666666667,13.6666666666667,16.6666666666667,13.1666666666667,11.5,11.1666666666667,16.1666666666667
0.0449753491447674,0.0476380324494594,0.0514289005753659,0.0519294021017916,0.0510007614256626,0.0327943897394802,0.0525200276832394,0.0507479109111226,0.0525281655361869,0.0500881117345771,0.0475624667729931,0.0324325895863915,0.0492026173060656,0.0462956951515304,0.0344785035375371,0.0335302154874187,0.0338453037936719,0.0521166789805356,0.0339515893742593,0.0482406463141054,0.0441095293360984,0.0500090807757408,0.0442995147790935,0.048831126598943,0.0483559410612197,0.0501209915687661,0.0505808449862158,0.0538071521514784,0.0346339848181541,0.0465758648941568,0.0508071463465336,0.034510184318178,0.0535313806858674,0.0521728563833827,0.0345060824175244,0.0473878232863291,0.0508989925961499,0.0500406462740804,0.0340050159501065,0.0490677855868326
